rep	prior_id	scenario_id	prior_label	design_prior_type	prior_family	omega_D	profile	component	component_id	H_D	true_delta_rmst_lookup	true_delta_rmst_rep	true_delta_med_rep	N_planned	K1	K2	n_interim	n_final	events_interim	events_final	censor_rate_interim	censor_rate_final	calendar_cutoff_interim	calendar_cutoff_final	tau	delta_star	a0_gp	grid_width_gp	B0_median_pfs	chains	parallel_chains	iter_warmup	iter_sampling	thin	adapt_delta	max_treedepth	n_saved_draws	cmdstan_seed	Pi1	Pi2_cf	post_mean_1	post_q025_1	post_q500_1	post_q975_1	post_width_1	post_mean_2	post_q025_2	post_q500_2	post_q975_2	post_width_2	Pi_beneficial_med_1	post_mean_med_1	post_q025_med_1	post_q500_med_1	post_q975_med_1	post_width_med_1	na_rate_med_1	Pi_beneficial_med_2	post_mean_med_2	post_q025_med_2	post_q500_med_2	post_q975_med_2	post_width_med_2	na_rate_med_2	cover_lookup_1	bias_lookup_1	sqerr_lookup_1	cover_lookup_2	bias_lookup_2	sqerr_lookup_2	cover_rep_1	bias_rep_1	sqerr_rep_1	cover_rep_2	bias_rep_2	sqerr_rep_2	cover_med_rep_1	bias_med_rep_1	sqerr_med_rep_1	cover_med_rep_2	bias_med_rep_2	sqerr_med_rep_2	max_Rhat_1	min_ESS_1	n_divergent_1	max_Rhat_2	min_ESS_2	n_divergent_2	post_eta_PH_trt_mean_1	post_eta_PH_trt_q025_1	post_eta_PH_trt_q500_1	post_eta_PH_trt_q975_1	post_eta_PH_trt_mean_2	post_eta_PH_trt_q025_2	post_eta_PH_trt_q500_2	post_eta_PH_trt_q975_2
1	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	2.10987674898573	4.07419460060957	700	252	420	700	700	252	489	0.64	0.301428571428571	6.54282521737609	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101000	0.9992	1	2.77529137299855	1.10885106839428	2.77132391695863	4.46730180146106	3.35845073306677	2.80615581220186	1.57153735170309	2.79586288312739	4.01307841861945	2.44154106691636	0.999041227229147	4.1455402048961	0.194822564824546	3.17740716648451	12.9846081138629	12.7897855490383	0.1656	1	5.7321308315466	2.93546805312829	5.72021137403726	8.61251826534578	5.67705021221749	0	NA	NA	NA	NA	NA	NA	1	0.665414624012817	0.442776621850119	1	0.696279063216131	0.484804533873133	1	0.0713456042865248	0.00509019525100939	1	1.65793623093703	2.74875254585368	1.00122636694279	4500.49376704337	0	1.0023634864938	11353.3503504204	0	0.42060526228603	0.169654872	0.41934716	0.6785768395	0.4020065164525	0.2238283115	0.400773065	0.5794389405
2	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	1.78508364053477	3.22124396956749	700	252	420	700	700	252	473	0.64	0.324285714285714	6.71288551499747	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101001	0.8671	0.9999	0.927340939758107	-0.697683907521197	0.914116040371066	2.61215255418008	3.30983646170128	2.5055584795835	1.24172440665537	2.50263420245481	3.73703890628348	2.49531449962812	0.863841201716738	1.29396266034401	-0.455552359524988	0.314455388706135	8.43872452487151	8.8942768843965	0.068	0.9999	5.59456920700493	2.4547771071313	5.55400877991335	9.3027945787351	6.84801747160379	0	NA	NA	NA	NA	NA	NA	1	-0.857742700776661	0.735722540735641	1	0.720474839048734	0.519083993702299	1	-1.92728130922348	3.71441324488216	1	2.37332523743744	5.6326726826575	1.00136608093403	4705.50307951728	0	1.00166732780225	11675.0243433992	0	0.138851910195789	-0.1065194795	0.13804184	0.387926125	0.35594130710362	0.1754728205	0.35492108	0.5343541375
3	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	2.70973473646786	6.49472299414657	700	252	420	700	700	252	459	0.64	0.344285714285714	7.55750544651231	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101002	0.9999	1	2.8274643181621	1.18263184301648	2.82179176900548	4.50119668173881	3.31856483872233	2.86051642331233	1.61760253745221	2.85871750655589	4.12116133374917	2.50355879629697	0.999877089478859	4.17449906558791	0.214262294528856	3.23606510981341	12.6718759874734	12.4576136929445	0.1864	1	6.60310454575992	3.23288364991737	6.62954883733691	10.0907882859304	6.85790463601305	5e-04	NA	NA	NA	NA	NA	NA	1	0.117729581694239	0.0138602544059005	1	0.150781686844463	0.0227351170876618	1	-2.32022392855866	5.38343907865617	1	0.108381551613348	0.0117465607301169	1.00131268467214	3947.8460284469	0	1.00114267508319	11484.9175511824	0	0.43099606198708	0.18482370625	0.43124872	0.68050439225	0.414275960033	0.2319581695	0.414031845	0.600379306
5	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	1.98253376846758	3.75191878460972	700	252	420	700	700	252	460	0.64	0.342857142857143	8.4379385680293	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101004	0.9993	1	2.57487708675636	0.985547921392201	2.57333288090803	4.18863494192574	3.20308702053354	2.68650297839372	1.49601197404448	2.69319469579402	3.87003379649075	2.37402182244628	0.999122367101304	3.60544356329387	0.18009502124161	2.66938106194897	11.6534858536659	11.4733908324243	0.2024	1	5.38230620036675	2.64364959823335	5.36432960095073	8.27632448660235	5.63267488836899	1e-04	NA	NA	NA	NA	NA	NA	1	0.59234331828878	0.350870606721363	1	0.703969209926141	0.495572648524035	1	-0.146475221315858	0.0214549904595295	1	1.63038741575702	2.65816312545887	1.0015702144394	4416.16938571813	0	1.00147704183487	10933.6109635326	0	0.400369906341717	0.15553787	0.400527325	0.64773180425	0.4009820943279	0.22209729725	0.401547265	0.57960435825
4	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	1.7847117990587	3.3041141680111	700	252	420	700	700	252	495	0.64	0.292857142857143	6.48977546177175	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101003	0.9412	0.9999	1.32038351286662	-0.356030444282682	1.3080719403161	3.02594479911466	3.38197524339734	2.30180806731809	1.02095207974203	2.30393574380107	3.55121999063598	2.53026791089395	0.938258113867337	1.86950785253533	-0.134683789657762	0.49884173696411	9.51815139560105	9.65283518525881	0.0849	0.9999	4.21241895124128	1.6606554724869	4.10154037560035	7.29154696978157	5.63089149729467	0	NA	NA	NA	NA	NA	NA	1	-0.464328286192077	0.215600757358072	1	0.517096268259395	0.267388550647792	1	-1.43460631547577	2.05809528040297	1	0.908304783230178	0.82501757923882	1.00319574817294	3991.77421948947	0	1.00124807592032	11125.4631721106	0	0.195281136053592	-0.05183001335	0.19481384	0.4432120465	0.32181274879299	0.14208734175	0.321245705	0.49884637675
6	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	2.52312275769696	5.189211800954	700	252	420	700	700	252	486	0.64	0.305714285714286	7.38060827019509	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101005	0.967	0.9815	1.51628684445443	-0.0854822065677679	1.51297860382141	3.17570155976157	3.26118376632934	1.29141003935916	0.0769500360912607	1.29090039885377	2.54610600471516	2.4691559686239	0.964699331848552	2.19416208813013	-0.0368802724130042	0.712638957757397	9.99136083475899	10.028241107172	0.102	0.9815	2.53336249541927	0.147721136213087	2.48027914043571	5.30868883526146	5.16096769904838	0	NA	NA	NA	NA	NA	NA	1	-1.00683591324254	1.01371855619493	1	-1.2317127183378	1.5171162205151	1	-2.99504971282387	8.97032278228634	1	-2.65584930553474	7.05353553370934	1.00202213156424	4820.03319891297	0	1.00166075935634	10287.7858011612	0	0.230221670263731	-0.012593762175	0.23140614	0.4794265465	0.185036789648415	0.01098102765	0.185287405	0.364972857
7	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	2.26261897787072	4.2942752459466	700	252	420	700	700	252	473	0.64	0.324285714285714	6.44839612198581	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101006	0.9377	0.9968	1.29106894107626	-0.315023050379935	1.2824752893385	2.9991229595796	3.31414600995953	1.76747767029431	0.504849497234888	1.7677470921977	3.03763409412051	2.53278459688562	0.935615848406546	1.98117577876783	-0.124851094088011	0.549200941758587	9.87758980777062	10.0024409018586	0.0712	0.9968	4.65751641333564	1.11214353830674	4.62321231388028	8.79154563175122	7.67940209344448	0	NA	NA	NA	NA	NA	NA	1	-0.971550036794457	0.943909473995312	1	-0.495141307576408	0.245164914468475	1	-2.31309946717877	5.3504291450627	1	0.363241167389043	0.131944145686155	1.00084541335005	4741.27147850767	0	1.00178830127906	11660.1415834578	0	0.193244244751991	-0.0482063702	0.19278823	0.44431862375	0.251662584179129	0.07154164585	0.250983145	0.43621894925
8	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	2.45524234916328	4.69099150234626	700	252	420	700	700	252	467	0.64	0.332857142857143	7.10425989745699	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101007	0.9059	0.9999	1.09623068157724	-0.532091249276676	1.08377753394832	2.78751560567943	3.3196068549561	2.5573169047699	1.26290587035017	2.56691761150038	3.82924622780773	2.56634035745756	0.902828762686245	1.63258223287996	-0.28166283237721	0.428007768193919	9.34426655717827	9.62592938955548	0.0738	0.999899959983994	6.0323609544068	2.48180027444152	5.74099190715782	11.0694810196896	8.58768074524808	4e-04	NA	NA	NA	NA	NA	NA	1	-1.35901166758604	1.84691271263498	1	0.102074555606621	0.0104192149022891	1	-3.05840926946631	9.35386725955743	1	1.34136945206053	1.79927200692117	1.00108610627972	4432.62669361184	0	1.00199546542029	12443.4823712634	0	0.164307530398312	-0.080969673575	0.164010385	0.4127426965	0.3618466591707	0.177322347	0.362293825	0.54601720075
9	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	2.11095567575167	4.39753089330581	700	252	420	700	700	252	462	0.64	0.34	7.37237937020004	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101008	0.9829	0.9991	1.68542003872197	0.126916077334483	1.68511942037043	3.30506032092246	3.17814424358797	2.11643096002733	0.850586701132573	2.11177079365763	3.38239670795507	2.5318100068225	0.981257142857143	2.40072278678859	0.0223158492478179	0.856231968422214	10.0580851193822	10.0357692701344	0.125	0.9991	5.04201279172322	1.82054970992345	4.88530894657748	8.87872218542446	7.05817247550101	0	NA	NA	NA	NA	NA	NA	1	-0.4255356370297	0.181080578382272	1	0.00547528427566268	2.9978737899319e-05	1	-1.99680810651722	3.98724261425289	1	0.644481898417408	0.415356917387706	1.00120199823355	4460.18248135626	0	1.00169019493256	9639.71900981771	0	0.263145138158374	0.0205918285	0.263441955	0.5113470645	0.307577761570226	0.12252171575	0.306227665	0.49425376525
10	7	7	benefit_positive_truncnorm	benefit_positive_truncnorm	continuous	1	increasing	benefit	1	1	NA	2.27673898266767	4.45884308325076	700	252	420	700	700	252	481	0.64	0.312857142857143	7.05251172705016	24	24	0	2	1	10	4	1	5000	2500	1	0.95	12	10000	101009	0.8447	0.9969	0.870614541219985	-0.818508391681425	0.866417423036353	2.54744970588053	3.36595809756195	1.73171249463436	0.457527127666399	1.73288042558499	2.99457585849637	2.53704873082998	0.841909485430874	1.75150903408288	-1.64144763699523	0.460729416851405	9.90441137975354	11.5458590167488	0.0322	0.9969	3.68207205834226	0.958580465630589	3.69109888808277	6.5773700152768	5.61878954964621	0	NA	NA	NA	NA	NA	NA	1	-1.40612444144769	1.97718594483657	1	-0.545026488033312	0.297053872657926	1	-2.70733404916787	7.32965765378371	1	-0.776771024908495	0.603373225137394	1.00124579654658	4759.3837714759	0	1.0015721214954	11132.9471296606	0	0.129177640674516	-0.1251848455	0.129630225	0.37354309225	0.245080373472429	0.064546573925	0.244800875	0.426476155
